Timestamp,humidity,temperature,sound,pm25,NO2,C2H5OH,VOC,CO,Image Path,num_vehicles
1694783336.673053,43,25,0,0,177,245,63,93,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783336.673053.png,2
1694783360.9531012,40,25,0,0,184,238,56,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783360.9531012.png,3
1694783386.294251,41,25,0,0,161,224,38,87,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783386.294251.png,1
1694783406.725446,41,25,0,0,154,212,25,87,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783406.0.png,3
1694783426.074039,40,25,0,0,156,208,19,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783426.074039.png,1
1694783435.969302,40,25,0,0,172,209,21,87,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783435.969302.png,4
1694783441.04597,40,25,0,0,170,209,22,87,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783441.04597.png,0
1694783542.926218,41,25,0,0,150,185,1,83,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783542.926218.png,1
1694783568.3363788,40,25,0,0,159,185,5,83,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783568.3363788.png,2
1694783573.436758,40,25,0,0,171,190,9,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783573.436758.png,0
1694783597.332588,40,25,0,0,174,192,14,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783597.332588.png,0
1694783602.319693,40,25,0,0,168,193,17,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783602.319693.png,0
1694783663.4563851,40,26,0,0,194,203,36,88,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783663.4563851.png,0
1694783668.670606,40,26,0,0,196,204,37,89,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783668.670606.png,2
1694783684.429228,39,26,0,0,176,205,35,89,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783684.429228.png,2
1694783694.4039412,39,26,0,0,187,201,33,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783694.4039412.png,3
1694783699.805682,39,26,0,0,181,201,33,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783699.805682.png,1
1694783705.423936,39,26,0,0,167,197,27,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783705.423936.png,0
1694783720.893018,39,26,6,0,163,192,22,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783720.893018.png,1
1694783767.902208,39,26,0,0,159,180,8,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783767.902208.png,2
1694783778.4725602,39,26,0,0,177,184,14,87,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783778.4725602.png,0
1694783841.657469,39,26,0,0,196,205,36,158,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783841.657469.png,1
1694783846.672431,39,26,0,0,207,214,45,219,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783846.672431.png,1
1694783960.849269,47,27,0,0,150,168,237,79,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783960.849269.png,3
1694783971.4274628,38,27,0,0,133,162,229,79,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783970.0.png,2
1694783976.440616,37,27,5,0,138,161,228,79,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694783976.440616.png,2
1694784010.528983,36,27,0,0,151,162,228,83,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784010.0.png,1
1694784025.565985,36,27,0,0,134,157,223,81,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784025.565985.png,0
1694784069.291929,35,27,0,0,158,156,221,82,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784069.291929.png,3
1694784088.833643,35,27,0,0,160,161,225,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784090.0.png,2
1694784109.42714,36,27,0,0,153,162,227,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784110.0.png,2
1694784114.450366,36,27,0,0,153,161,226,84,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784113.0.png,1
1694784169.746572,36,27,0,0,142,154,218,84,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784169.0.png,2
1694784197.395502,35,27,0,0,143,154,217,84,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784199.0.png,2
1694784202.4112902,35,27,0,0,137,152,214,84,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784201.0.png,0
1694784260.062517,35,27,0,0,127,140,201,84,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784261.0.png,1
1694784289.208352,35,27,6,0,125,137,198,84,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784290.0.png,2
1694784294.264807,35,27,1,0,121,137,196,84,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784293.0.png,0
1694784299.28296,35,27,0,0,119,135,195,83,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784300.0.png,2
1694784406.800704,36,27,0,0,122,133,191,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784406.0.png,2
1694784411.718841,36,27,0,0,120,132,190,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784413.0.png,2
1694784416.736652,36,27,4,0,117,131,188,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784418.0.png,2
1694784421.753466,36,27,0,0,121,131,188,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784423.0.png,1
1694784426.702812,36,27,0,0,122,131,187,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784428.0.png,2
1694784431.789122,36,27,0,0,122,131,187,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784431.789122.png,2
1694784565.398029,36,27,0,0,120,140,194,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784565.398029.png,2
1694784580.576978,35,27,0,0,117,132,188,85,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784580.576978.png,1
1694784605.847904,35,27,0,0,118,126,181,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784605.847904.png,2
1694784687.604394,35,27,0,0,137,135,191,86,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784687.604394.png,0
1694784746.765339,36,27,0,0,167,144,201,91,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784746.765339.png,1
1694784852.166334,34,28,0,0,168,152,210,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784852.166334.png,0
1694784862.405122,34,28,7,0,170,153,211,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784862.405122.png,2
1694784867.425521,34,28,7,0,170,154,212,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784868.0.png,1
1694784872.336332,34,28,0,0,174,155,212,93,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784872.336332.png,1
1694784905.142578,34,28,0,0,169,157,214,94,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784905.142578.png,1
1694784910.224809,34,28,1,0,165,155,214,94,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784910.224809.png,1
1694784942.383401,34,28,0,0,149,149,209,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784942.383401.png,1
1694784953.748043,34,28,0,0,148,146,206,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694784953.748043.png,3
1694785010.1686258,34,28,0,0,153,146,207,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785010.1686258.png,3
1694785015.288458,34,28,0,0,153,146,207,91,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785015.288458.png,1
1694785020.308982,34,28,0,0,160,145,207,93,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785020.308982.png,0
1694785111.033785,34,28,0,0,163,146,205,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785111.033785.png,2
1694785183.943638,34,28,0,0,177,151,210,95,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785183.943638.png,2
1694785188.9366138,34,28,0,0,177,153,211,95,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785188.9366138.png,1
1694785242.686302,34,28,0,0,164,151,212,93,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785242.686302.png,3
1694785252.859616,34,28,0,0,170,152,212,94,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785252.859616.png,1
1694785257.84781,34,28,0,0,178,154,214,95,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785257.84781.png,1
1694785291.221249,34,28,0,0,196,166,226,99,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785291.221249.png,2
1694785301.6029482,34,28,0,0,191,169,229,100,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785301.6029482.png,0
1694785306.533202,34,28,5,0,179,167,227,97,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785306.533202.png,0
1694785316.860182,35,28,2,0,176,164,224,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785316.0.png,0
1694785363.113699,35,28,0,0,183,164,225,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785363.113699.png,0
1694785373.384806,34,28,0,0,174,163,224,95,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785373.384806.png,0
1694785391.498326,34,28,0,0,177,163,224,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785391.498326.png,2
1694785419.2326488,34,28,0,0,156,152,215,95,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785420.0.png,3
1694785473.511454,34,28,5,0,126,136,196,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785473.511454.png,3
1694785478.552544,33,28,0,0,126,134,193,91,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785478.552544.png,1
1694785483.465096,33,28,7,0,121,131,189,90,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785483.465096.png,0
1694785526.8738189,33,28,5,0,106,117,171,91,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785526.8738189.png,2
1694785578.189845,34,28,0,0,118,116,169,94,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785578.189845.png,2
1694785617.308189,34,28,3,0,145,125,179,95,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785617.308189.png,0
1694785622.323122,34,28,0,0,145,125,179,95,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785622.323122.png,0
1694785718.915883,34,27,5,0,94,104,155,91,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785718.915883.png,0
1694785723.905725,34,27,0,0,96,105,154,91,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785723.905725.png,1
1694785729.1057951,34,27,0,0,98,104,155,92,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785729.1057951.png,1
1694785792.633651,35,27,2,0,92,101,149,93,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785792.633651.png,2
1694785876.9957209,36,27,0,0,117,110,160,94,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785876.9957209.png,4
1694785887.236005,36,27,0,0,137,113,164,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785887.236005.png,0
1694785926.456662,36,27,0,0,144,123,174,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785926.456662.png,5
1694785931.474262,36,27,16,0,155,124,176,97,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785931.474262.png,3
1694785960.452408,36,28,0,0,119,122,173,98,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694785960.452408.png,2
1694786035.619474,34,28,0,0,130,114,165,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786035.619474.png,2
1694786099.637235,34,28,0,0,122,116,168,95,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786099.0.png,0
1694786176.5841122,33,28,0,0,152,122,173,100,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786176.5841122.png,1
1694786213.578151,33,28,1,0,114,115,166,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786213.578151.png,3
1694786233.5402932,33,28,0,0,115,111,162,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786233.5402932.png,3
1694786238.531896,33,28,0,0,119,111,163,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786238.531896.png,1
1694786243.592664,33,28,0,0,125,113,163,97,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786243.592664.png,2
1694786269.909666,33,28,0,0,121,115,166,97,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786269.909666.png,1
1694786304.7270882,32,28,0,0,112,108,158,96,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786304.7270882.png,0
1694786345.348581,33,28,0,0,142,115,167,97,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786345.348581.png,0
1694786388.702087,33,28,0,0,150,124,178,110,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786388.702087.png,1
1694786463.319354,33,28,0,0,112,115,168,97,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786463.319354.png,1
1694786468.323124,33,28,12,0,107,112,166,98,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786468.323124.png,3
1694786572.401911,33,28,0,0,152,127,180,103,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786572.401911.png,0
1694786597.44481,33,28,0,0,141,125,179,100,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786597.44481.png,1
1694786602.510834,33,28,9,0,145,125,180,101,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786602.510834.png,1
1694786612.441531,33,28,2,0,153,127,181,101,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786612.441531.png,0
1694786639.88185,32,28,0,0,152,128,181,100,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786639.88185.png,1
1694786680.617602,32,28,1,0,144,132,187,99,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786680.0.png,3
1694786707.613162,32,28,0,0,144,130,185,107,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786707.0.png,1
1694786814.762328,31,28,0,0,105,103,154,97,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786814.762328.png,5
1694786845.6716511,32,28,3,0,105,102,151,98,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786845.6716511.png,2
1694786864.835096,32,28,0,0,110,102,153,98,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786864.835096.png,1
1694786869.738486,32,28,6,0,123,103,154,99,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786869.738486.png,1
1694786997.092452,32,28,0,0,105,108,159,97,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694786997.092452.png,1
1694787002.320248,32,28,0,0,99,106,156,98,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694787002.320248.png,2
1694787032.978953,32,28,5,0,91,96,145,99,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694787032.978953.png,1
1694787123.961248,32,27,0,0,153,109,156,104,/content/drive/Shareddrives/1:1 Aaditya Jhamb/Sensor Reading Results/Code/Train Test datasets/Test/sensorDataUK_withHotspot3/timestamp_1694787123.961248.png,0
